first_name,last_name,email,invoice_date,total,quantity,unit_price,track_name
Terhi,Hämäläinen,terhi.hamalainen@apple.fi,2021-08-11,8.91,1,0.99,Tempo Perdido
Terhi,Hämäläinen,terhi.hamalainen@apple.fi,2021-08-11,8.91,1,0.99,Meninos E Meninas
Terhi,Hämäläinen,terhi.hamalainen@apple.fi,2021-08-11,8.91,1,0.99,Are You Gonna Go My Way
Terhi,Hämäläinen,terhi.hamalainen@apple.fi,2021-08-11,8.91,1,0.99,Mr. Cab Driver
Terhi,Hämäläinen,terhi.hamalainen@apple.fi,2021-08-11,8.91,1,0.99,Believe
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Condição
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Aquilo
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Assaltaram A Gramática
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Waterhole (Expresso Bongo)
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Tempos Modernos
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Dança Da Solidão
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,When I Had Your Love
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Save The Children
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Down by the Sea
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,The Unforgiven
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Helpless
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Stone Cold Crazy
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,Motorbreath
Phil,Hughes,phil.hughes@gmail.com,2021-08-16,13.86,1,0.99,2 X 4
Daan,Peeters,daan_peeters@apple.be,2021-08-24,0.99,1,0.99,Master Of Puppets
Kara,Nielsen,kara.nielsen@jubii.dk,2021-09-06,1.98,1,0.99,The Thing That Should Not Be
Kara,Nielsen,kara.nielsen@jubii.dk,2021-09-06,1.98,1,0.99,Welcome Home (Sanitarium)
Alexandre,Rocha,alero@uol.com.br,2021-09-06,1.98,1,0.99,Leper Messiah
Alexandre,Rocha,alero@uol.com.br,2021-09-06,1.98,1,0.99,Damage Inc.
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-09-07,3.96,1,0.99,The Memory Remains
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-09-07,3.96,1,0.99,The Unforgiven II
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-09-07,3.96,1,0.99,Slither
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-09-07,3.96,1,0.99,Bad Seed
Jack,Smith,jacksmith@microsoft.com,2021-09-08,5.94,1,0.99,Attitude
Jack,Smith,jacksmith@microsoft.com,2021-09-08,5.94,1,0.99,For Whom The Bell Tolls
Jack,Smith,jacksmith@microsoft.com,2021-09-08,5.94,1,0.99,Creeping Death
Jack,Smith,jacksmith@microsoft.com,2021-09-08,5.94,1,0.99,Some Kind Of Monster
Jack,Smith,jacksmith@microsoft.com,2021-09-08,5.94,1,0.99,Shoot Me Again
Jack,Smith,jacksmith@microsoft.com,2021-09-08,5.94,1,0.99,All Within My Hands
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,Harvester Of Sorrow
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,The Duke
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,Lament
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,Coração De Estudante
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,Menestrel Das Alagoas
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,"Maria, Maria"
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,Ponta de Areia
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,Norwegian Wood
John,Gordon,johngordon22@yahoo.com,2021-09-11,8.91,1,0.99,Fast And Loose
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Please Don't Touch
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Já Foi
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Wild Side
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Primal Scream
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Been A Son
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Breed
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Territorial Pissings
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Folhas Secas
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Menino De Rua
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Denúncia
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,O Trem Da Juventude
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Selvagem
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Nebulosa Do Amor
Aaron,Mitchell,aaronmitchell@yahoo.ca,2021-09-16,13.86,1,0.99,Luis Inacio (300 Picaretas)
Hugh,O'Reilly,hughoreilly@apple.ie,2021-09-24,0.99,1,0.99,Perplexo
Lucas,Mancini,lucas.mancini@yahoo.it,2021-10-07,1.98,1,0.99,Me Liga
Lucas,Mancini,lucas.mancini@yahoo.it,2021-10-07,1.98,1,0.99,Quase Um Segundo
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-10-07,1.98,1,0.99,Romance Ideal
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-10-07,1.98,1,0.99,SKA
Joakim,Johansson,joakim.johansson@yahoo.se,2021-10-08,3.96,1,0.99,I Don't Know
Joakim,Johansson,joakim.johansson@yahoo.se,2021-10-08,3.96,1,0.99,Flying High Again
Joakim,Johansson,joakim.johansson@yahoo.se,2021-10-08,3.96,1,0.99,No More Tears
Joakim,Johansson,joakim.johansson@yahoo.se,2021-10-08,3.96,1,0.99,Crazy Train
Mark,Taylor,mark.taylor@yahoo.au,2021-10-09,5.94,1,0.99,Relvelation (Mother Earth)
Mark,Taylor,mark.taylor@yahoo.au,2021-10-09,5.94,1,0.99,Children Of The Grave
Mark,Taylor,mark.taylor@yahoo.au,2021-10-09,5.94,1,0.99,Dee
Mark,Taylor,mark.taylor@yahoo.au,2021-10-09,5.94,1,0.99,Blue Train
Mark,Taylor,mark.taylor@yahoo.au,2021-10-09,5.94,1,0.99,Walking Into Clarksdale
Mark,Taylor,mark.taylor@yahoo.au,2021-10-09,5.94,1,0.99,Sons Of Freedom
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,Beach Sequence
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,Plot 180
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,Murders In The Rue Morgue
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,Iron Maiden
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,Untitled
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,Nothingman
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,World Wide Suicide
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,Big Wave
Leonie,Köhler,leonekohler@surfeu.de,2021-10-12,8.91,1,0.99,Can't Keep
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Green Disease
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Why Go
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Animal
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Leash
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Wanted Dread And Alive
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,The Great Gig In The Sky
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Bossa
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Nega Do Cabelo Duro
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,You're My Best Friend
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Seven Seas Of Rhye
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,"Get Down, Make Love"
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Get Up
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Untitled
Alexandre,Rocha,alero@uol.com.br,2021-10-17,13.86,1,0.99,Be Mine
Victor,Stevens,vstevens@yahoo.com,2021-10-25,0.99,1,0.99,Carnival Of Sorts
Richard,Cunningham,ricunningham@hotmail.com,2021-11-07,1.98,1,0.99,Radio Free Aurope
Richard,Cunningham,ricunningham@hotmail.com,2021-11-07,1.98,1,0.99,Perfect Circle
Julia,Barnett,jubarnett@gmail.com,2021-11-07,1.98,1,0.99,So Central Rain
Julia,Barnett,jubarnett@gmail.com,2021-11-07,1.98,1,0.99,Pretty Persuasion
Edward,Francis,edfrancis@yachoo.ca,2021-11-08,3.96,1,0.99,Can't Get There From Here
Edward,Francis,edfrancis@yachoo.ca,2021-11-08,3.96,1,0.99,Fall On Me
Edward,Francis,edfrancis@yachoo.ca,2021-11-08,3.96,1,0.99,Cuyahoga
Edward,Francis,edfrancis@yachoo.ca,2021-11-08,3.96,1,0.99,The Finest Worksong
João,Fernandes,jfernandes@yahoo.pt,2021-11-09,5.94,1,0.99,Papeau Nuky Doe
João,Fernandes,jfernandes@yahoo.pt,2021-11-09,5.94,1,0.99,Esporrei Na Manivela
João,Fernandes,jfernandes@yahoo.pt,2021-11-09,5.94,1,0.99,Maluco Beleza
João,Fernandes,jfernandes@yahoo.pt,2021-11-09,5.94,1,0.99,As Profecias
João,Fernandes,jfernandes@yahoo.pt,2021-11-09,5.94,1,0.99,Que Luz É Essa
João,Fernandes,jfernandes@yahoo.pt,2021-11-09,5.94,1,0.99,Século XXI
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,Suck My Kiss
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,Under The Bridge
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,They're Red Hot
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,The Zephyr Song
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,Tear
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,Parallel Universe
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,Porcelain
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,Right On Time
Dominique,Lefebvre,dominiquelefebvre@gmail.com,2021-11-12,8.91,1,0.99,Xanadu
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Finding My Way
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Evil Ways
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,It's Only Love
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,So Beautiful
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Maquinarama
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Garota Nacional
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Aeroplane Flies High
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Saturnine
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Cherub Rock
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Ava Adore
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Hands All Over
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Pretty Noose
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Starburst
Stanisław,Wójcik,stanisław.wójcik@wp.pl,2021-11-17,13.86,1,0.99,Leave My Girl Alone
Bjørn,Hansen,bjorn.hansen@yahoo.no,2021-11-25,0.99,1,0.99,Plush
František,Wichterlová,frantisekw@jetbrains.com,2021-12-08,1.98,1,0.99,Wet My Bed
František,Wichterlová,frantisekw@jetbrains.com,2021-12-08,1.98,1,0.99,Crackerman
Astrid,Gruber,astrid.gruber@apple.at,2021-12-08,1.98,1,0.99,Soldier Side - Intro
Astrid,Gruber,astrid.gruber@apple.at,2021-12-08,1.98,1,0.99,Revenga
Kara,Nielsen,kara.nielsen@jubii.dk,2021-12-09,3.96,1,0.99,Radio/Video
Kara,Nielsen,kara.nielsen@jubii.dk,2021-12-09,3.96,1,0.99,Violent Pornography
Kara,Nielsen,kara.nielsen@jubii.dk,2021-12-09,3.96,1,0.99,Sad Statue
Kara,Nielsen,kara.nielsen@jubii.dk,2021-12-09,3.96,1,0.99,Lost in Hollywood
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-12-10,5.94,1,0.99,Black Light Syndrome
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-12-10,5.94,1,0.99,Midnight From The Inside Out
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-12-10,5.94,1,0.99,Sometimes Salvation
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-12-10,5.94,1,0.99,Girl From A Pawnshop
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-12-10,5.94,1,0.99,Title Song
Fernanda,Ramos,fernadaramos4@uol.com.br,2021-12-10,5.94,1,0.99,Soul Singing
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Clash City Rockers
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Train In Vain
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Know Your Rights
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Take The Power
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Speed Of Light
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Spirit Walker
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Edie (Ciao Baby)
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Sun King
Tim,Goyer,tgoyer@apple.com,2021-12-13,8.91,1,0.99,Twentienth Century Fox
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Can't Stand Losing You
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,King Of Pain
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Get Off Of My Cloud
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Gimmie Shelters
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Thief In The Night
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Out Of Tears
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Walking Wounded
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Heaven Coming Down
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Gyroscope
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,"Anyway, Anyhow, Anywhere"
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Pinball Wizard
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,You Better You Bet
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Música No Ar
Julia,Barnett,jubarnett@gmail.com,2021-12-18,13.86,1,0.99,Você
Wyatt,Girard,wyatt.girard@yahoo.fr,2021-12-26,0.99,1,0.99,Go Back
Isabelle,Mercier,isabelle_mercier@apple.fr,2022-01-08,1.98,1,0.99,Prá Dizer Adeus
Isabelle,Mercier,isabelle_mercier@apple.fr,2022-01-08,1.98,1,0.99,Família
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-01-08,1.98,1,0.99,O Pulso
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-01-08,1.98,1,0.99,Nem 5 Minutos Guardados
Lucas,Mancini,lucas.mancini@yahoo.it,2022-01-09,3.96,1,0.99,Palavras
Lucas,Mancini,lucas.mancini@yahoo.it,2022-01-09,3.96,1,0.99,A Melhor Forma
Lucas,Mancini,lucas.mancini@yahoo.it,2022-01-09,3.96,1,0.99,32 Dentes
Lucas,Mancini,lucas.mancini@yahoo.it,2022-01-09,3.96,1,0.99,Não Vou Lutar
Joakim,Johansson,joakim.johansson@yahoo.se,2022-01-10,6.94,1,0.99,Querem Meu Sangue
Joakim,Johansson,joakim.johansson@yahoo.se,2022-01-10,6.94,1,0.99,Lugar Nenhum
Joakim,Johansson,joakim.johansson@yahoo.se,2022-01-10,6.94,1,0.99,Domingo
Joakim,Johansson,joakim.johansson@yahoo.se,2022-01-10,6.94,1,0.99,Era Uma Vez
Joakim,Johansson,joakim.johansson@yahoo.se,2022-01-10,6.94,1,0.99,Toda Cor
Joakim,Johansson,joakim.johansson@yahoo.se,2022-01-10,6.94,1,1.99,Occupation / Precipice
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,Hero
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,The Woman King
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,"Crossroads, Pt. 2"
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,Better Halves
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,The Fix
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,Parasite
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,The Glass Ballerina
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,Walkabout
Luis,Rojas,luisrojas@yahoo.cl,2022-01-13,17.91,1,1.99,I Do
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,1.99,Solitary
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,1.99,Fire + Water
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,1.99,Homecoming
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,1.99,Dave
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,1.99,Born to Run
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,One
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,Love Is Blindness
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,When I Look At The World
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,Everlasting Love
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,Vertigo
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,Original Of The Species
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,Miami
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,All Along The Watchtower
Astrid,Gruber,astrid.gruber@apple.at,2022-01-18,18.86,1,0.99,God Part II
Kathy,Chase,kachase@hotmail.com,2022-01-26,0.99,1,0.99,Desire
Heather,Leacock,hleacock@gmail.com,2022-02-08,1.98,1,0.99,When Love Comes To Town
Heather,Leacock,hleacock@gmail.com,2022-02-08,1.98,1,0.99,Angel Of Harlem
Frank,Ralston,fralston@gmail.com,2022-02-08,1.98,1,0.99,Sunday Bloody Sunday
Frank,Ralston,fralston@gmail.com,2022-02-08,1.98,1,0.99,New Year's Day
Richard,Cunningham,ricunningham@hotmail.com,2022-02-09,3.96,1,0.99,Drowning Man
Richard,Cunningham,ricunningham@hotmail.com,2022-02-09,3.96,1,0.99,Two Hearts Beat As One
Richard,Cunningham,ricunningham@hotmail.com,2022-02-09,3.96,1,0.99,Surrender
Richard,Cunningham,ricunningham@hotmail.com,2022-02-09,3.96,1,0.99,Zooropa
Edward,Francis,edfrancis@yachoo.ca,2022-02-10,5.94,1,0.99,"Stay (Faraway, So Close!)"
Edward,Francis,edfrancis@yachoo.ca,2022-02-10,5.94,1,0.99,Dirty Day
Edward,Francis,edfrancis@yachoo.ca,2022-02-10,5.94,1,0.99,I Would Do For You
Edward,Francis,edfrancis@yachoo.ca,2022-02-10,5.94,1,0.99,Wear You To The Ball
Edward,Francis,edfrancis@yachoo.ca,2022-02-10,5.94,1,0.99,C'est La Vie
Edward,Francis,edfrancis@yachoo.ca,2022-02-10,5.94,1,0.99,Where Have All The Good Times Gone?
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,Dancing In The Street
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,Eruption
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,Jump
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,Right Now
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,Eruption
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,Feel Your Love Tonight
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,One I Want
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,Year to the Day
Hannah,Schneider,hannah.schneider@yahoo.de,2022-02-13,8.91,1,0.99,Big Machine
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,0.99,Dirty Little Thing
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,0.99,So Por Amor
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,0.99,Here I Go Again
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,0.99,The Deeper The Love
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,0.99,Seu Balancê
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,0.99,Sapopemba e Maxambomba
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,1.99,The Man Behind the Curtain
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,1.99,The Dundies
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,1.99,Christmas Party
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,1.99,Michael's Birthday
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,1.99,Diwali
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,1.99,Phyllis's Wedding
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,1.99,How to Stop an Exploding Man
Ladislav,Kovács,ladislav_kovacs@apple.hu,2022-02-18,21.86,1,1.99,The Long Patrol
Puja,Srivastava,puja_srivastava@yahoo.in,2022-02-26,1.99,1,1.99,Baltar's Escape
Luís,Gonçalves,luisg@embraer.com.br,2022-03-11,3.98,1,1.99,Experiment In Terra
Luís,Gonçalves,luisg@embraer.com.br,2022-03-11,3.98,1,1.99,Take the Celestra
François,Tremblay,ftremblay@gmail.com,2022-03-11,3.98,1,1.99,Pilot
François,Tremblay,ftremblay@gmail.com,2022-03-11,3.98,1,1.99,"Through the Looking Glass, Pt. 1"
František,Wichterlová,frantisekw@jetbrains.com,2022-03-12,3.96,1,0.99,#9 Dream
František,Wichterlová,frantisekw@jetbrains.com,2022-03-12,3.96,1,0.99,Give Peace a Chance
František,Wichterlová,frantisekw@jetbrains.com,2022-03-12,3.96,1,0.99,Whatever Gets You Thru the Night
František,Wichterlová,frantisekw@jetbrains.com,2022-03-12,3.96,1,0.99,Gimme Some Truth
Kara,Nielsen,kara.nielsen@jubii.dk,2022-03-13,5.94,1,0.99,Jealous Guy
Kara,Nielsen,kara.nielsen@jubii.dk,2022-03-13,5.94,1,0.99,Beautiful Boy
Kara,Nielsen,kara.nielsen@jubii.dk,2022-03-13,5.94,1,0.99,Gimme Some Truth
Kara,Nielsen,kara.nielsen@jubii.dk,2022-03-13,5.94,1,0.99,Sympton of the Universe
Kara,Nielsen,kara.nielsen@jubii.dk,2022-03-13,5.94,1,0.99,War Pigs
Kara,Nielsen,kara.nielsen@jubii.dk,2022-03-13,5.94,1,0.99,Never Say Die
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,0.99,The Zoo
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,0.99,I Can't Explain
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,0.99,Put Your Head Out
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,0.99,"Danny Boy, Danny Boy"
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,0.99,One For The Road
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,0.99,Chapa o Coco
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,0.99,Todo o Carnaval tem seu Fim
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,0.99,Funk de Bamba
Jennifer,Peterson,jenniferp@rogers.ca,2022-03-16,9.91,1,1.99,The Beginning of the End
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,1.99,Meet Kevin Johnson
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,Muita Bobeira
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,Say Hello 2 Heaven
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,All Night Thing
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,Scar On the Sky
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,Until We Fall
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,Show Me How to Live (Live at the Quart Festival)
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound"
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,"Requiem, Op.48: 4. Pie Jesu"
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,1.99,Branch Closing
Frank,Ralston,fralston@gmail.com,2022-03-21,15.86,1,0.99,"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto"
